,TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response,time_sec
90,5,Three Back Task,Q,0.0,3.0,,246.31949999999995
91,5,Three Back Task,Y,206.0,3.0,3.0,248.43499999999995
92,5,Three Back Task,R,601.0,3.0,3.0,250.485
93,5,Three Back Task,I,674.0,3.0,3.0,252.55099999999993
94,5,Three Back Task,Y,793.0,4.0,4.0,254.61849999999993
95,5,Three Back Task,N,1194.0,3.0,3.0,256.668
96,5,Three Back Task,Y,935.0,3.0,4.0,258.73299999999995
97,5,Three Back Task,X,359.0,3.0,3.0,260.783
98,5,Three Back Task,F,822.0,3.0,3.0,262.817
99,5,Three Back Task,U,650.0,3.0,3.0,264.8835
100,5,Three Back Task,H,765.0,4.0,3.0,266.94899999999996
101,5,Three Back Task,U,942.0,3.0,3.0,268.999
102,5,Three Back Task,U,507.0,3.0,4.0,271.0145
103,5,Three Back Task,H,819.0,4.0,4.0,273.014
104,5,Three Back Task,W,1092.0,3.0,3.0,275.014
105,5,Three Back Task,U,1160.0,4.0,3.0,277.0135
106,5,Three Back Task,H,1007.0,4.0,4.0,279.0135
107,5,Three Back Task,F,527.0,3.0,3.0,281.03149999999994
108,5,Three Back Task,I,624.0,3.0,3.0,283.0635
109,5,Three Back Task,V,774.0,3.0,3.0,285.11299999999994
110,6,One Back Task,U,0.0,3.0,,302.1954999999999
111,6,One Back Task,R,216.0,3.0,3.0,304.29449999999997
112,6,One Back Task,O,155.0,3.0,3.0,306.345
113,6,One Back Task,P,158.0,3.0,3.0,308.39300000000003
114,6,One Back Task,P,284.0,4.0,4.0,310.443
115,6,One Back Task,P,200.0,4.0,4.0,312.476
116,6,One Back Task,U,245.0,3.0,3.0,314.52649999999994
117,6,One Back Task,Z,195.0,3.0,3.0,316.55899999999997
118,6,One Back Task,U,457.0,3.0,3.0,318.6089999999999
119,6,One Back Task,M,712.0,3.0,3.0,320.659
120,6,One Back Task,M,287.0,4.0,4.0,322.69100000000003
121,6,One Back Task,W,130.0,3.0,3.0,324.7255
122,6,One Back Task,I,311.0,3.0,3.0,326.775
123,6,One Back Task,F,510.0,3.0,3.0,328.82449999999994
124,6,One Back Task,M,562.0,3.0,3.0,330.8745
125,6,One Back Task,A,157.0,3.0,3.0,332.9235
126,6,One Back Task,G,285.0,3.0,3.0,334.9905
127,6,One Back Task,G,654.0,4.0,3.0,337.0235
128,6,One Back Task,R,768.0,3.0,3.0,339.0565
129,6,One Back Task,Q,210.0,3.0,3.0,341.1055
130,6,One Back Task,R,335.0,4.0,3.0,343.1725
131,6,One Back Task,Q,358.0,3.0,4.0,345.2049999999999
132,7,One Back Task,S,0.0,3.0,,362.336
133,7,One Back Task,R,80.0,3.0,3.0,364.47
134,7,One Back Task,V,283.0,3.0,3.0,366.519
135,7,One Back Task,V,230.0,4.0,4.0,368.5514999999999
136,7,One Back Task,O,204.0,3.0,3.0,370.5849999999999
137,7,One Back Task,A,159.0,3.0,3.0,372.63599999999997
138,7,One Back Task,C,204.0,3.0,3.0,374.736
139,7,One Back Task,N,221.0,3.0,3.0,376.80099999999993
140,7,One Back Task,Y,47.0,3.0,3.0,378.90149999999994
141,7,One Back Task,V,326.0,3.0,3.0,381.019
142,7,One Back Task,V,3.0,4.0,4.0,383.11799999999994
143,7,One Back Task,J,688.0,3.0,3.0,385.2004999999999
144,7,One Back Task,U,221.0,3.0,3.0,387.284
145,7,One Back Task,U,71.0,4.0,4.0,389.35
146,7,One Back Task,U,0.0,4.0,,391.4515
147,7,One Back Task,Y,50.0,3.0,3.0,393.6165
148,7,One Back Task,Y,660.0,4.0,3.0,395.6825
149,7,One Back Task,J,325.0,3.0,3.0,397.7655
150,7,One Back Task,I,403.0,3.0,3.0,399.8645
151,7,One Back Task,S,313.0,3.0,3.0,401.94849999999997
152,7,One Back Task,U,247.0,3.0,4.0,404.03149999999994
153,7,One Back Task,P,75.0,3.0,3.0,406.11349999999993
154,8,Three Back Task,L,0.0,3.0,,423.2115
155,8,Three Back Task,A,0.0,3.0,,425.37799999999993
156,8,Three Back Task,P,0.0,3.0,,427.5955
157,8,Three Back Task,L,0.0,4.0,,429.72799999999995
158,8,Three Back Task,A,460.0,4.0,4.0,431.879
159,8,Three Back Task,N,637.0,3.0,3.0,433.94399999999996
160,8,Three Back Task,W,1036.0,3.0,3.0,436.01099999999997
161,8,Three Back Task,C,769.0,3.0,3.0,438.076
162,8,Three Back Task,L,497.0,3.0,4.0,440.126
163,8,Three Back Task,W,716.0,4.0,4.0,442.19399999999996
164,8,Three Back Task,U,457.0,3.0,3.0,444.24299999999994
165,8,Three Back Task,S,686.0,3.0,3.0,446.2914999999999
166,8,Three Back Task,W,403.0,4.0,4.0,448.35799999999995
167,8,Three Back Task,Y,430.0,3.0,3.0,450.42449999999997
168,8,Three Back Task,F,1003.0,3.0,3.0,452.4755
169,8,Three Back Task,L,433.0,3.0,4.0,454.5585
170,8,Three Back Task,Y,420.0,4.0,3.0,456.64149999999995
171,8,Three Back Task,U,541.0,3.0,3.0,458.68999999999994
172,8,Three Back Task,L,470.0,3.0,4.0,460.75749999999994
173,8,Three Back Task,I,326.0,3.0,3.0,462.82349999999997
174,8,Three Back Task,B,521.0,3.0,3.0,464.8734999999999
175,8,Three Back Task,T,597.0,3.0,3.0,466.93899999999996
176,10,Three Back Task,E,0.0,3.0,,499.1015
177,10,Three Back Task,G,0.0,3.0,,501.2365
178,10,Three Back Task,S,0.0,3.0,,503.369
179,10,Three Back Task,J,212.0,3.0,3.0,505.4845
180,10,Three Back Task,Z,493.0,3.0,3.0,507.55049999999994
181,10,Three Back Task,Q,611.0,3.0,3.0,509.61799999999994
182,10,Three Back Task,W,422.0,3.0,3.0,511.6664999999999
183,10,Three Back Task,K,232.0,3.0,3.0,513.7339999999999
184,10,Three Back Task,Q,587.0,3.0,3.0,515.817
185,10,Three Back Task,S,360.0,3.0,4.0,517.8835
186,10,Three Back Task,M,458.0,3.0,3.0,519.9649999999999
187,10,Three Back Task,Q,816.0,3.0,3.0,522.0319999999999
188,10,Three Back Task,S,1067.0,4.0,3.0,524.0815
189,10,Three Back Task,F,824.0,4.0,3.0,526.098
190,10,Three Back Task,Q,196.0,4.0,4.0,528.0975000000001
191,10,Three Back Task,X,823.0,3.0,3.0,530.0975000000001
192,10,Three Back Task,F,1068.0,4.0,4.0,532.097
193,10,Three Back Task,K,817.0,3.0,3.0,534.165
194,10,Three Back Task,X,1186.0,3.0,4.0,536.2155
195,10,Three Back Task,K,539.0,3.0,4.0,538.28
196,10,Three Back Task,R,727.0,3.0,3.0,540.346
197,10,Three Back Task,X,840.0,4.0,3.0,542.3799999999999
198,11,One Back Task,B,0.0,3.0,,559.4614999999999
199,11,One Back Task,B,2.0,4.0,4.0,561.5935
200,11,One Back Task,V,166.0,3.0,3.0,563.6265000000001
201,11,One Back Task,P,285.0,3.0,3.0,565.626
202,11,One Back Task,P,57.0,4.0,4.0,567.626
203,11,One Back Task,Q,625.0,3.0,3.0,569.6254999999999
204,11,One Back Task,E,250.0,3.0,3.0,571.625
205,11,One Back Task,E,229.0,4.0,4.0,573.6595
206,11,One Back Task,M,304.0,3.0,3.0,575.7090000000001
207,11,One Back Task,M,1034.0,4.0,3.0,577.742
208,11,One Back Task,M,238.0,4.0,4.0,579.7925
209,11,One Back Task,T,806.0,3.0,4.0,581.8415
210,11,One Back Task,E,643.0,3.0,3.0,583.892
211,11,One Back Task,R,526.0,3.0,3.0,585.9575
212,11,One Back Task,X,556.0,3.0,3.0,588.0065
213,11,One Back Task,E,423.0,3.0,3.0,590.0745
214,11,One Back Task,L,232.0,3.0,3.0,592.107
215,11,One Back Task,B,174.0,3.0,3.0,594.1565
216,11,One Back Task,R,328.0,3.0,3.0,596.2394999999999
217,11,One Back Task,W,314.0,3.0,3.0,598.306
218,11,One Back Task,W,213.0,4.0,4.0,600.3885
219,11,One Back Task,I,62.0,3.0,3.0,602.488
220,12,One Back Task,I,0.0,3.0,,619.6205
221,12,One Back Task,T,207.0,3.0,3.0,621.7864999999999
222,12,One Back Task,H,460.0,3.0,3.0,623.8530000000001
223,12,One Back Task,H,734.0,4.0,4.0,625.9189999999999
224,12,One Back Task,Y,203.0,3.0,3.0,627.9855
225,12,One Back Task,G,232.0,3.0,3.0,630.068
226,12,One Back Task,G,331.0,4.0,4.0,632.1685
227,12,One Back Task,G,116.0,4.0,4.0,634.219
228,12,One Back Task,Y,17.0,3.0,3.0,636.3
229,12,One Back Task,W,200.0,3.0,3.0,638.3844999999999
230,12,One Back Task,W,203.0,4.0,4.0,640.45
231,12,One Back Task,U,704.0,3.0,3.0,642.5329999999999
232,12,One Back Task,A,376.0,3.0,3.0,644.6005
233,12,One Back Task,U,656.0,3.0,4.0,646.683
234,12,One Back Task,R,295.0,3.0,3.0,648.749
235,12,One Back Task,W,315.0,3.0,3.0,650.8164999999999
236,12,One Back Task,P,230.0,3.0,3.0,652.8815
237,12,One Back Task,Q,186.0,3.0,3.0,654.9659999999999
238,12,One Back Task,C,122.0,3.0,3.0,657.065
239,12,One Back Task,A,378.0,3.0,3.0,659.1655000000001
240,12,One Back Task,A,48.0,4.0,4.0,661.248
241,12,One Back Task,L,135.0,3.0,3.0,663.3315
242,13,Three Back Task,A,0.0,3.0,,680.4110000000001
243,13,Three Back Task,H,0.0,3.0,,682.461
244,13,Three Back Task,U,0.0,3.0,,684.6115
245,13,Three Back Task,J,376.0,3.0,3.0,686.7124999999999
246,13,Three Back Task,V,269.0,3.0,3.0,688.778
247,13,Three Back Task,N,232.0,3.0,3.0,690.844
248,13,Three Back Task,J,461.0,3.0,4.0,692.9275
249,13,Three Back Task,V,375.0,4.0,3.0,694.9955
250,13,Three Back Task,N,1002.0,4.0,3.0,697.077
251,13,Three Back Task,U,506.0,3.0,4.0,699.127
252,13,Three Back Task,V,787.0,4.0,3.0,701.193
253,13,Three Back Task,E,808.0,3.0,3.0,703.259
254,13,Three Back Task,D,927.0,3.0,3.0,705.309
255,13,Three Back Task,X,853.0,3.0,3.0,707.3744999999999
256,13,Three Back Task,Q,621.0,3.0,3.0,709.4585
257,13,Three Back Task,O,520.0,3.0,3.0,711.5419999999999
258,13,Three Back Task,X,290.0,4.0,4.0,713.607
259,13,Three Back Task,N,1222.0,3.0,4.0,715.674
260,13,Three Back Task,O,616.0,4.0,4.0,717.7394999999999
261,13,Three Back Task,P,294.0,3.0,3.0,719.8064999999999
262,13,Three Back Task,T,555.0,3.0,3.0,721.8725
263,13,Three Back Task,W,421.0,3.0,3.0,723.9404999999999
264,14,Three Back Task,X,0.0,3.0,,741.0364999999999
265,14,Three Back Task,K,0.0,3.0,,743.203
266,14,Three Back Task,O,0.0,3.0,,745.3209999999999
267,14,Three Back Task,X,451.0,4.0,4.0,747.4870000000001
268,14,Three Back Task,K,438.0,4.0,4.0,749.5525
269,14,Three Back Task,J,451.0,3.0,3.0,751.6019999999999
270,14,Three Back Task,M,336.0,3.0,3.0,753.6524999999999
271,14,Three Back Task,G,1014.0,3.0,3.0,755.7180000000001
272,14,Three Back Task,Y,610.0,3.0,3.0,757.769
273,14,Three Back Task,M,358.0,3.0,4.0,759.8354999999999
274,14,Three Back Task,K,673.0,3.0,3.0,761.8854999999999
275,14,Three Back Task,E,541.0,3.0,3.0,763.9334999999999
276,14,Three Back Task,S,579.0,3.0,3.0,765.9839999999999
277,14,Three Back Task,K,277.0,4.0,4.0,768.05
278,14,Three Back Task,E,735.0,4.0,4.0,770.0835
279,14,Three Back Task,F,260.0,3.0,3.0,772.1324999999999
280,14,Three Back Task,P,367.0,3.0,3.0,774.1990000000001
281,14,Three Back Task,J,1041.0,3.0,3.0,776.2665
282,14,Three Back Task,F,1177.0,4.0,3.0,778.3325
283,14,Three Back Task,N,1231.0,3.0,3.0,780.3834999999999
284,14,Three Back Task,L,907.0,3.0,3.0,782.4495
285,14,Three Back Task,T,823.0,3.0,3.0,784.5155
286,15,One Back Task,V,0.0,3.0,,801.5455
287,15,One Back Task,J,314.0,3.0,3.0,803.5619999999999
288,15,One Back Task,U,299.0,3.0,3.0,805.5805
289,15,One Back Task,J,609.0,3.0,3.0,807.6289999999999
290,15,One Back Task,J,425.0,4.0,3.0,809.6779999999999
291,15,One Back Task,J,367.0,4.0,4.0,811.7114999999999
292,15,One Back Task,K,481.0,3.0,3.0,813.762
293,15,One Back Task,K,369.0,3.0,4.0,815.827
294,15,One Back Task,F,628.0,3.0,3.0,817.877
295,15,One Back Task,F,254.0,4.0,4.0,819.9114999999999
296,15,One Back Task,M,859.0,3.0,3.0,821.9759999999999
297,15,One Back Task,B,388.0,3.0,3.0,824.0435
298,15,One Back Task,O,836.0,3.0,3.0,826.0935
299,15,One Back Task,B,581.0,3.0,4.0,828.1595
300,15,One Back Task,W,795.0,3.0,3.0,830.192
301,15,One Back Task,Z,341.0,3.0,3.0,832.2429999999999
302,15,One Back Task,Z,324.0,4.0,4.0,834.2745
303,15,One Back Task,Y,248.0,3.0,3.0,836.3245
304,15,One Back Task,Z,372.0,3.0,4.0,838.3754999999999
305,15,One Back Task,E,465.0,3.0,3.0,840.425
306,15,One Back Task,A,315.0,3.0,3.0,842.49
307,15,One Back Task,A,143.0,4.0,4.0,844.54
308,16,Three Back Task,J,0.0,3.0,,861.6215
309,16,Three Back Task,O,0.0,3.0,,863.789
310,16,Three Back Task,X,0.0,3.0,,865.954
311,16,Three Back Task,V,605.0,3.0,3.0,868.1034999999999
312,16,Three Back Task,X,430.0,3.0,4.0,870.203
313,16,Three Back Task,Y,429.0,3.0,3.0,872.3029999999999
314,16,Three Back Task,G,676.0,3.0,3.0,874.3705
315,16,Three Back Task,A,299.0,3.0,3.0,876.4535000000001
316,16,Three Back Task,C,294.0,3.0,3.0,878.5364999999999
317,16,Three Back Task,G,136.0,4.0,4.0,880.6030000000001
318,16,Three Back Task,O,399.0,4.0,3.0,882.6685
319,16,Three Back Task,L,478.0,3.0,3.0,884.7355
320,16,Three Back Task,H,547.0,3.0,3.0,886.8185000000001
321,16,Three Back Task,O,211.0,4.0,4.0,888.9010000000001
322,16,Three Back Task,Y,245.0,3.0,3.0,891.001
323,16,Three Back Task,H,977.0,4.0,4.0,893.0999999999999
324,16,Three Back Task,I,391.0,3.0,3.0,895.2
325,16,Three Back Task,N,518.0,3.0,3.0,897.2850000000001
326,16,Three Back Task,I,91.0,3.0,4.0,899.366
327,16,Three Back Task,D,454.0,3.0,3.0,901.4669999999999
328,16,Three Back Task,N,516.0,4.0,3.0,903.5840000000001
329,16,Three Back Task,W,1017.0,3.0,3.0,905.6659999999999
330,17,One Back Task,I,0.0,3.0,,922.781
331,17,One Back Task,T,279.0,3.0,3.0,924.9475
332,17,One Back Task,H,277.0,3.0,3.0,927.0294999999999
333,17,One Back Task,H,1014.0,4.0,3.0,929.1134999999999
334,17,One Back Task,Y,828.0,3.0,3.0,931.213
335,17,One Back Task,G,329.0,3.0,3.0,933.2955
336,17,One Back Task,G,208.0,4.0,4.0,935.3789999999999
337,17,One Back Task,G,85.0,4.0,4.0,937.4459999999999
338,17,One Back Task,Y,55.0,3.0,3.0,939.512
339,17,One Back Task,W,611.0,3.0,3.0,941.5605
340,17,One Back Task,W,195.0,4.0,4.0,943.5935
341,17,One Back Task,U,361.0,3.0,3.0,945.6265000000001
342,17,One Back Task,A,266.0,3.0,3.0,947.6595
343,17,One Back Task,U,564.0,3.0,3.0,949.6924999999999
344,17,One Back Task,R,315.0,3.0,3.0,951.7259999999999
345,17,One Back Task,W,367.0,3.0,3.0,953.759
346,17,One Back Task,P,110.0,3.0,3.0,955.81
347,17,One Back Task,Q,141.0,3.0,3.0,957.9089999999999
348,17,One Back Task,C,285.0,3.0,3.0,959.9925000000001
349,17,One Back Task,A,23.0,3.0,3.0,962.076
350,17,One Back Task,A,239.0,4.0,3.0,964.1585
351,17,One Back Task,L,26.0,3.0,3.0,966.2239999999999
352,1,One Back Task,L,0.0,3.0,,1110.5235
353,1,One Back Task,Q,108.0,3.0,3.0,1112.6385
354,1,One Back Task,U,95.0,3.0,3.0,1114.6715
355,1,One Back Task,O,152.0,3.0,3.0,1116.738
356,1,One Back Task,U,475.0,3.0,3.0,1118.805
357,1,One Back Task,U,69.0,4.0,4.0,1120.904
358,1,One Back Task,H,182.0,3.0,3.0,1122.9714999999999
359,1,One Back Task,V,219.0,3.0,3.0,1125.0545
360,1,One Back Task,K,270.0,3.0,3.0,1127.1209999999999
361,1,One Back Task,K,177.0,4.0,4.0,1129.186
362,1,One Back Task,K,193.0,4.0,4.0,1131.2535
363,1,One Back Task,B,246.0,3.0,3.0,1133.337
364,1,One Back Task,R,476.0,3.0,3.0,1135.4189999999999
365,1,One Back Task,F,772.0,4.0,3.0,1137.4865
366,1,One Back Task,F,242.0,4.0,4.0,1139.568
367,1,One Back Task,C,664.0,3.0,3.0,1141.6689999999999
368,1,One Back Task,G,466.0,3.0,3.0,1143.768
369,1,One Back Task,X,161.0,3.0,3.0,1145.868
370,1,One Back Task,F,441.0,3.0,3.0,1147.9515
371,1,One Back Task,M,229.0,3.0,3.0,1150.0345
372,1,One Back Task,X,286.0,3.0,3.0,1152.1005
373,1,One Back Task,F,506.0,3.0,3.0,1154.183
374,2,Three Back Task,Z,0.0,3.0,,1171.264
375,2,Three Back Task,U,0.0,3.0,,1173.3135
376,2,Three Back Task,F,0.0,3.0,,1175.3635
377,2,Three Back Task,Z,596.0,3.0,3.0,1177.48
378,2,Three Back Task,B,655.0,3.0,4.0,1179.564
379,2,Three Back Task,L,599.0,3.0,3.0,1181.631
380,2,Three Back Task,K,244.0,3.0,3.0,1183.696
381,2,Three Back Task,C,459.0,3.0,3.0,1185.762
382,2,Three Back Task,L,484.0,3.0,4.0,1187.8285
383,2,Three Back Task,J,596.0,3.0,3.0,1189.8965
384,2,Three Back Task,G,1031.0,3.0,3.0,1191.9795
385,2,Three Back Task,F,1236.0,3.0,3.0,1194.046
386,2,Three Back Task,J,506.0,4.0,4.0,1196.112
387,2,Three Back Task,G,544.0,4.0,4.0,1198.177
388,2,Three Back Task,H,620.0,3.0,3.0,1200.2435
389,2,Three Back Task,E,775.0,3.0,3.0,1202.3115
390,2,Three Back Task,W,822.0,3.0,3.0,1204.3775
391,2,Three Back Task,N,907.0,3.0,3.0,1206.461
392,2,Three Back Task,X,1012.0,3.0,3.0,1208.527
393,2,Three Back Task,W,512.0,4.0,4.0,1210.559
394,2,Three Back Task,N,1484.0,4.0,3.0,1212.5919999999999
395,2,Three Back Task,X,493.0,4.0,4.0,1214.625
396,3,One Back Task,Y,0.0,3.0,,1231.7075
397,3,One Back Task,E,163.0,3.0,3.0,1233.907
398,3,One Back Task,A,214.0,3.0,3.0,1235.9904999999999
399,3,One Back Task,A,937.0,4.0,3.0,1238.0394999999999
400,3,One Back Task,V,691.0,4.0,3.0,1240.106
401,3,One Back Task,X,605.0,4.0,3.0,1242.172
402,3,One Back Task,X,276.0,4.0,4.0,1244.222
403,3,One Back Task,S,346.0,3.0,3.0,1246.2884999999999
404,3,One Back Task,G,561.0,3.0,3.0,1248.3374999999999
405,3,One Back Task,P,335.0,3.0,3.0,1250.387
406,3,One Back Task,Y,363.0,3.0,3.0,1252.4535
407,3,One Back Task,X,461.0,3.0,3.0,1254.503
408,3,One Back Task,P,382.0,3.0,3.0,1256.5874999999999
409,3,One Back Task,U,779.0,3.0,3.0,1258.637
410,3,One Back Task,V,357.0,3.0,3.0,1260.686
411,3,One Back Task,A,0.0,3.0,,1262.7535
412,3,One Back Task,A,548.0,4.0,4.0,1264.903
413,3,One Back Task,G,393.0,3.0,3.0,1266.9524999999999
414,3,One Back Task,L,1156.0,3.0,3.0,1269.0015
415,3,One Back Task,W,632.0,3.0,3.0,1271.052
416,3,One Back Task,B,284.0,3.0,3.0,1273.0845
417,3,One Back Task,I,172.0,3.0,3.0,1275.152
418,4,Three Back Task,F,0.0,3.0,,1292.233
419,4,Three Back Task,O,0.0,3.0,,1294.3815
420,4,Three Back Task,H,0.0,3.0,,1296.4645
421,4,Three Back Task,W,543.0,3.0,3.0,1298.581
422,4,Three Back Task,O,1394.0,4.0,4.0,1300.616
423,4,Three Back Task,M,438.0,3.0,3.0,1302.6634999999999
424,4,Three Back Task,L,491.0,3.0,3.0,1304.6979999999999
425,4,Three Back Task,L,602.0,3.0,3.0,1306.7465
426,4,Three Back Task,R,838.0,3.0,3.0,1308.7805
427,4,Three Back Task,E,616.0,3.0,3.0,1310.829
428,4,Three Back Task,L,350.0,4.0,4.0,1312.8955
429,4,Three Back Task,N,205.0,3.0,3.0,1314.9285
430,4,Three Back Task,J,339.0,3.0,3.0,1316.995
431,4,Three Back Task,M,662.0,3.0,3.0,1319.0294999999999
432,4,Three Back Task,Y,644.0,3.0,3.0,1321.078
433,4,Three Back Task,U,591.0,3.0,3.0,1323.1115
434,4,Three Back Task,S,654.0,3.0,3.0,1325.1444999999999
435,4,Three Back Task,Y,420.0,4.0,4.0,1327.1779999999999
436,4,Three Back Task,M,629.0,3.0,3.0,1329.228
437,4,Three Back Task,S,1262.0,4.0,3.0,1331.26
438,4,Three Back Task,Y,441.0,4.0,4.0,1333.3095
439,4,Three Back Task,N,235.0,3.0,3.0,1335.343
440,5,One Back Task,A,0.0,3.0,,1352.4085
441,5,One Back Task,A,164.0,4.0,4.0,1354.5584999999999
442,5,One Back Task,D,62.0,3.0,3.0,1356.608
443,5,One Back Task,M,633.0,3.0,3.0,1358.6395
444,5,One Back Task,X,277.0,3.0,3.0,1360.6395
445,5,One Back Task,H,168.0,3.0,3.0,1362.639
446,5,One Back Task,U,201.0,3.0,3.0,1364.639
447,5,One Back Task,G,84.0,3.0,3.0,1366.6385
448,5,One Back Task,G,519.0,4.0,4.0,1368.6725
449,5,One Back Task,G,231.0,4.0,4.0,1370.7214999999999
450,5,One Back Task,C,46.0,3.0,3.0,1372.7545
451,5,One Back Task,W,160.0,3.0,3.0,1374.822
452,5,One Back Task,Y,401.0,3.0,3.0,1376.872
