,TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response,time_sec,subject_no
2739,14,Vexing - Three Back Task,D,0.0,4.0,,1889.2224999999999,11
2740,14,Vexing - Three Back Task,R,162.0,3.0,3.0,1891.3559999999998,11
2741,14,Vexing - Three Back Task,Q,357.0,3.0,3.0,1893.4229999999998,11
2742,14,Vexing - Three Back Task,F,325.0,3.0,3.0,1895.5049999999997,11
2743,14,Vexing - Three Back Task,A,996.0,3.0,3.0,1897.571,11
2744,14,Vexing - Three Back Task,X,324.0,3.0,3.0,1899.6385,11
2745,14,Vexing - Three Back Task,F,339.0,3.0,4.0,1901.7039999999997,11
2746,14,Vexing - Three Back Task,A,319.0,4.0,4.0,1903.7709999999997,11
2747,14,Vexing - Three Back Task,X,386.0,4.0,4.0,1905.8374999999996,11
2748,14,Vexing - Three Back Task,Y,245.0,3.0,3.0,1907.9209999999998,11
2749,14,Vexing - Three Back Task,A,218.0,4.0,4.0,1910.02,11
2750,15,Vexing - One Back Task,F,0.0,3.0,,1927.1185,11
2751,15,Vexing - One Back Task,F,214.0,4.0,4.0,1929.301,11
2752,15,Vexing - One Back Task,F,235.0,4.0,4.0,1931.3514999999998,11
2753,15,Vexing - One Back Task,N,37.0,3.0,3.0,1933.4175,11
2754,15,Vexing - One Back Task,V,0.0,3.0,,1935.4845,11
2755,15,Vexing - One Back Task,J,232.0,3.0,3.0,1937.6165,11
2756,15,Vexing - One Back Task,O,466.0,3.0,3.0,1939.667,11
2757,15,Vexing - One Back Task,S,0.0,3.0,,1941.7819999999997,11
2758,15,Vexing - One Back Task,F,364.0,3.0,3.0,1943.9155,11
2759,15,Vexing - One Back Task,A,434.0,3.0,3.0,1945.9319999999998,11
2760,15,Vexing - One Back Task,A,259.0,4.0,4.0,1948.0169999999998,11
2761,15,Vexing - One Back Task,N,397.0,3.0,3.0,1950.0479999999998,11
2762,15,Vexing - One Back Task,O,788.0,3.0,4.0,1952.0985,11
2763,15,Vexing - One Back Task,A,363.0,3.0,3.0,1954.1484999999998,11
2764,15,Vexing - One Back Task,X,268.0,3.0,3.0,1956.1974999999998,11
2765,15,Vexing - One Back Task,U,489.0,3.0,3.0,1958.2475,11
2766,15,Vexing - One Back Task,U,294.0,4.0,4.0,1960.3635,11
2767,15,Vexing - One Back Task,D,131.0,3.0,3.0,1962.4134999999997,11
2768,15,Vexing - One Back Task,D,1.0,4.0,4.0,1964.4789999999998,11
2769,15,Vexing - One Back Task,J,36.0,3.0,3.0,1966.5299999999997,11
2770,15,Vexing - One Back Task,Q,42.0,3.0,3.0,1968.5789999999997,11
2771,15,Vexing - One Back Task,Y,89.0,3.0,3.0,1970.6284999999998,11
2772,16,Vexing - Three Back Task,J,0.0,2.0,,1987.7259999999997,11
2773,16,Vexing - Three Back Task,H,0.0,2.0,,1989.8264999999997,11
2774,16,Vexing - Three Back Task,G,0.0,2.0,,1991.9265,11
2775,16,Vexing - Three Back Task,A,440.0,2.0,3.0,1994.06,11
2776,16,Vexing - Three Back Task,B,676.0,2.0,3.0,1996.1095,11
2777,16,Vexing - Three Back Task,B,290.0,1.0,3.0,1998.1589999999997,11
2778,16,Vexing - Three Back Task,C,244.0,2.0,3.0,2000.1909999999998,11
2779,16,Vexing - Three Back Task,J,34.0,2.0,3.0,2002.2574999999997,11
2780,16,Vexing - Three Back Task,H,463.0,2.0,3.0,2004.308,11
2781,16,Vexing - Three Back Task,G,227.0,2.0,3.0,2006.3905,11
2782,16,Vexing - Three Back Task,G,228.0,1.0,3.0,2008.4245,11
2783,16,Vexing - Three Back Task,H,239.0,2.0,4.0,2010.4899999999998,11
2784,16,Vexing - Three Back Task,J,940.0,2.0,3.0,2012.5394999999999,11
2785,16,Vexing - Three Back Task,A,101.0,2.0,3.0,2014.574,11
2786,16,Vexing - Three Back Task,J,10.0,2.0,3.0,2016.607,11
2787,16,Vexing - Three Back Task,J,56.0,1.0,3.0,2018.6385,11
2788,16,Vexing - Three Back Task,G,168.0,2.0,3.0,2020.6895,11
2789,16,Vexing - Three Back Task,H,219.0,2.0,4.0,2022.7214999999997,11
2790,16,Vexing - Three Back Task,H,1318.0,1.0,3.0,2024.7374999999997,11
2791,16,Vexing - Three Back Task,I,364.0,2.0,3.0,2026.7374999999997,11
2792,16,Vexing - Three Back Task,I,592.0,1.0,3.0,2028.737,11
2793,16,Vexing - Three Back Task,A,463.0,2.0,3.0,2030.737,11
2794,17,Vexing - One Back Task,B,0.0,3.0,,2047.7849999999999,11
2795,17,Vexing - One Back Task,B,774.0,4.0,4.0,2049.903,11
2796,17,Vexing - One Back Task,U,1188.0,3.0,3.0,2051.935,11
2797,17,Vexing - One Back Task,F,93.0,3.0,3.0,2053.9849999999997,11
2798,17,Vexing - One Back Task,F,30.0,4.0,4.0,2056.035,11
2799,17,Vexing - One Back Task,T,135.0,3.0,3.0,2058.084,11
2800,17,Vexing - One Back Task,T,205.0,4.0,4.0,2060.134,11
2801,17,Vexing - One Back Task,O,407.0,3.0,3.0,2062.1845,11
2802,17,Vexing - One Back Task,R,354.0,3.0,3.0,2064.2169999999996,11
2803,17,Vexing - One Back Task,Q,88.0,3.0,3.0,2066.183,11
2804,17,Vexing - One Back Task,X,462.0,3.0,3.0,2068.2155,11
2805,17,Vexing - One Back Task,X,66.0,4.0,4.0,2070.333,11
2806,17,Vexing - One Back Task,R,0.0,3.0,,2072.3824999999997,11
2807,17,Vexing - One Back Task,S,425.0,3.0,3.0,2074.516,11
2808,17,Vexing - One Back Task,S,133.0,4.0,4.0,2076.5319999999997,11
2809,17,Vexing - One Back Task,L,243.0,3.0,3.0,2078.5645,11
2810,17,Vexing - One Back Task,Q,0.0,3.0,,2080.631,11
2811,17,Vexing - One Back Task,R,905.0,3.0,3.0,2082.7475,11
2812,17,Vexing - One Back Task,B,157.0,3.0,3.0,2084.814,11
2813,17,Vexing - One Back Task,F,97.0,3.0,3.0,2086.8799999999997,11
2814,17,Vexing - One Back Task,E,0.0,3.0,,2088.9465,11
2815,17,Vexing - One Back Task,Y,124.0,3.0,3.0,2091.0634999999997,11
