,TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response,time_sec,subject_no
0,1,Calming - One Back Task,L,0.0,3.0,,0.0,3
1,1,Calming - One Back Task,A,1432.0,3.0,3.0,2.0494999999999663,3
2,1,Calming - One Back Task,E,825.0,3.0,3.0,4.082499999999982,3
3,1,Calming - One Back Task,E,631.0,4.0,4.0,6.0989999999999895,3
4,1,Calming - One Back Task,E,531.0,4.0,4.0,8.131999999999948,3
5,1,Calming - One Back Task,O,421.0,3.0,3.0,10.16700000000003,3
6,1,Calming - One Back Task,A,849.0,4.0,3.0,12.232999999999947,3
7,1,Calming - One Back Task,A,1141.0,4.0,3.0,14.298000000000002,3
8,1,Calming - One Back Task,H,922.0,3.0,3.0,16.347999999999956,3
9,1,Calming - One Back Task,J,387.0,3.0,3.0,18.414499999999975,3
10,1,Calming - One Back Task,D,344.0,3.0,3.0,20.480500000000006,3
11,1,Calming - One Back Task,B,473.0,3.0,3.0,22.53099999999995,3
12,1,Calming - One Back Task,L,668.0,3.0,3.0,24.581000000000017,3
13,1,Calming - One Back Task,V,290.0,3.0,3.0,26.646499999999946,3
14,1,Calming - One Back Task,V,209.0,4.0,4.0,28.69799999999998,3
15,1,Calming - One Back Task,N,282.0,3.0,3.0,30.730000000000018,3
16,1,Calming - One Back Task,V,797.0,3.0,3.0,32.797000000000025,3
17,1,Calming - One Back Task,L,426.0,3.0,3.0,34.861999999999966,3
18,1,Calming - One Back Task,A,350.0,3.0,3.0,36.91250000000002,3
19,1,Calming - One Back Task,E,290.0,3.0,3.0,38.97849999999994,3
20,1,Calming - One Back Task,J,757.0,3.0,3.0,41.011999999999944,3
21,1,Calming - One Back Task,S,392.0,3.0,3.0,43.04449999999997,3
22,2,Calming - Three Back Task,P,0.0,3.0,,60.126499999999965,3
23,2,Calming - Three Back Task,F,0.0,3.0,,62.275499999999965,3
24,2,Calming - Three Back Task,Q,0.0,3.0,,64.45899999999995,3
25,2,Calming - Three Back Task,C,442.0,3.0,3.0,66.62549999999999,3
26,2,Calming - Three Back Task,N,765.0,3.0,3.0,68.69200000000001,3
27,2,Calming - Three Back Task,P,1063.0,3.0,3.0,70.72399999999993,3
28,2,Calming - Three Back Task,C,0.0,4.0,,72.72349999999994,3
29,2,Calming - Three Back Task,N,1147.0,3.0,3.0,74.74000000000001,3
30,2,Calming - Three Back Task,P,623.0,4.0,3.0,76.74000000000001,3
31,2,Calming - Three Back Task,C,462.0,4.0,4.0,78.73950000000002,3
32,2,Calming - Three Back Task,N,410.0,4.0,3.0,80.79049999999995,3
33,2,Calming - Three Back Task,V,0.0,3.0,,82.8895,3
34,2,Calming - Three Back Task,Q,892.0,3.0,3.0,85.10699999999997,3
35,2,Calming - Three Back Task,M,544.0,3.0,3.0,87.2065,3
36,2,Calming - Three Back Task,H,555.0,3.0,3.0,89.30599999999993,3
37,2,Calming - Three Back Task,Q,325.0,4.0,4.0,91.40599999999995,3
38,2,Calming - Three Back Task,X,529.0,3.0,3.0,93.50549999999998,3
39,2,Calming - Three Back Task,N,822.0,3.0,3.0,95.60399999999993,3
40,2,Calming - Three Back Task,Z,532.0,3.0,3.0,97.68849999999998,3
41,2,Calming - Three Back Task,F,457.0,3.0,3.0,99.755,3
42,2,Calming - Three Back Task,C,815.0,3.0,3.0,101.80349999999999,3
43,2,Calming - Three Back Task,H,356.0,3.0,3.0,103.85299999999995,3
44,3,Calming - Three Back Task,D,0.0,3.0,,120.9855,3
45,3,Calming - Three Back Task,X,0.0,3.0,,123.11699999999996,3
46,3,Calming - Three Back Task,M,0.0,3.0,,125.25099999999998,3
47,3,Calming - Three Back Task,I,289.0,3.0,3.0,127.40099999999995,3
48,3,Calming - Three Back Task,X,1378.0,3.0,4.0,129.46849999999995,3
49,3,Calming - Three Back Task,M,840.0,4.0,4.0,131.53449999999998,3
50,3,Calming - Three Back Task,P,629.0,3.0,3.0,133.6005,3
51,3,Calming - Three Back Task,S,560.0,3.0,3.0,135.68399999999997,3
52,3,Calming - Three Back Task,A,876.0,3.0,4.0,137.75,3
53,3,Calming - Three Back Task,N,759.0,3.0,3.0,139.7985,3
54,3,Calming - Three Back Task,W,191.0,3.0,3.0,141.86649999999997,3
55,3,Calming - Three Back Task,V,552.0,3.0,3.0,143.91449999999998,3
56,3,Calming - Three Back Task,A,465.0,3.0,3.0,145.96499999999992,3
57,3,Calming - Three Back Task,W,381.0,4.0,4.0,148.01549999999997,3
58,3,Calming - Three Back Task,B,163.0,3.0,3.0,150.11450000000002,3
59,3,Calming - Three Back Task,A,301.0,4.0,4.0,152.1975,3
60,3,Calming - Three Back Task,Y,271.0,3.0,3.0,154.28099999999995,3
61,3,Calming - Three Back Task,B,322.0,4.0,3.0,156.33050000000003,3
62,3,Calming - Three Back Task,A,519.0,4.0,4.0,158.39699999999993,3
63,3,Calming - Three Back Task,R,477.0,3.0,3.0,160.46349999999995,3
64,3,Calming - Three Back Task,P,998.0,3.0,3.0,162.529,3
65,3,Calming - Three Back Task,C,859.0,3.0,3.0,164.59500000000003,3
66,4,Calming - One Back Task,V,0.0,3.0,,181.69349999999997,3
67,4,Calming - One Back Task,I,198.0,3.0,3.0,183.79399999999998,3
68,4,Calming - One Back Task,Q,293.0,3.0,3.0,185.84249999999997,3
69,4,Calming - One Back Task,H,112.0,3.0,3.0,187.89199999999994,3
70,4,Calming - One Back Task,C,97.0,3.0,3.0,189.942,3
71,4,Calming - One Back Task,N,127.0,3.0,3.0,191.99249999999995,3
72,4,Calming - One Back Task,V,389.0,3.0,3.0,194.04250000000002,3
73,4,Calming - One Back Task,Y,333.0,3.0,3.0,196.10950000000003,3
74,4,Calming - One Back Task,Y,267.0,4.0,4.0,198.17499999999995,3
75,4,Calming - One Back Task,K,275.0,3.0,3.0,200.20799999999997,3
76,4,Calming - One Back Task,K,336.0,4.0,4.0,202.27499999999998,3
77,4,Calming - One Back Task,I,472.0,3.0,3.0,204.32449999999994,3
78,4,Calming - One Back Task,I,202.0,4.0,4.0,206.39099999999996,3
79,4,Calming - One Back Task,O,433.0,3.0,3.0,208.47349999999994,3
80,4,Calming - One Back Task,E,647.0,3.0,3.0,210.53999999999996,3
81,4,Calming - One Back Task,D,369.0,3.0,3.0,212.62249999999995,3
82,4,Calming - One Back Task,V,298.0,3.0,3.0,214.7065,3
83,4,Calming - One Back Task,V,665.0,4.0,4.0,216.77249999999992,3
84,4,Calming - One Back Task,N,376.0,3.0,3.0,218.8225,3
85,4,Calming - One Back Task,N,264.0,4.0,4.0,220.87249999999995,3
86,4,Calming - One Back Task,D,259.0,3.0,3.0,222.92099999999994,3
87,4,Calming - One Back Task,W,385.0,3.0,3.0,224.98699999999997,3
88,5,Calming - Three Back Task,C,0.0,3.0,,242.0525,3
89,5,Calming - Three Back Task,B,0.0,3.0,,244.18599999999992,3
90,5,Calming - Three Back Task,Q,0.0,3.0,,246.31949999999995,3
91,5,Calming - Three Back Task,Y,206.0,3.0,3.0,248.43499999999995,3
92,5,Calming - Three Back Task,R,601.0,3.0,3.0,250.485,3
93,5,Calming - Three Back Task,I,674.0,3.0,3.0,252.55099999999993,3
94,5,Calming - Three Back Task,Y,793.0,4.0,4.0,254.61849999999993,3
95,5,Calming - Three Back Task,N,1194.0,3.0,3.0,256.668,3
96,5,Calming - Three Back Task,Y,935.0,3.0,4.0,258.73299999999995,3
97,5,Calming - Three Back Task,X,359.0,3.0,3.0,260.783,3
98,5,Calming - Three Back Task,F,822.0,3.0,3.0,262.817,3
99,5,Calming - Three Back Task,U,650.0,3.0,3.0,264.8835,3
100,5,Calming - Three Back Task,H,765.0,4.0,3.0,266.94899999999996,3
101,5,Calming - Three Back Task,U,942.0,3.0,3.0,268.999,3
102,5,Calming - Three Back Task,U,507.0,3.0,4.0,271.0145,3
103,5,Calming - Three Back Task,H,819.0,4.0,4.0,273.014,3
104,5,Calming - Three Back Task,W,1092.0,3.0,3.0,275.014,3
105,5,Calming - Three Back Task,U,1160.0,4.0,3.0,277.0135,3
106,5,Calming - Three Back Task,H,1007.0,4.0,4.0,279.0135,3
107,5,Calming - Three Back Task,F,527.0,3.0,3.0,281.03149999999994,3
108,5,Calming - Three Back Task,I,624.0,3.0,3.0,283.0635,3
109,5,Calming - Three Back Task,V,774.0,3.0,3.0,285.11299999999994,3
110,6,Calming - One Back Task,U,0.0,3.0,,302.1954999999999,3
111,6,Calming - One Back Task,R,216.0,3.0,3.0,304.29449999999997,3
112,6,Calming - One Back Task,O,155.0,3.0,3.0,306.345,3
113,6,Calming - One Back Task,P,158.0,3.0,3.0,308.39300000000003,3
114,6,Calming - One Back Task,P,284.0,4.0,4.0,310.443,3
115,6,Calming - One Back Task,P,200.0,4.0,4.0,312.476,3
116,6,Calming - One Back Task,U,245.0,3.0,3.0,314.52649999999994,3
117,6,Calming - One Back Task,Z,195.0,3.0,3.0,316.55899999999997,3
118,6,Calming - One Back Task,U,457.0,3.0,3.0,318.6089999999999,3
119,6,Calming - One Back Task,M,712.0,3.0,3.0,320.659,3
120,6,Calming - One Back Task,M,287.0,4.0,4.0,322.69100000000003,3
121,6,Calming - One Back Task,W,130.0,3.0,3.0,324.7255,3
122,6,Calming - One Back Task,I,311.0,3.0,3.0,326.775,3
123,6,Calming - One Back Task,F,510.0,3.0,3.0,328.82449999999994,3
124,6,Calming - One Back Task,M,562.0,3.0,3.0,330.8745,3
125,6,Calming - One Back Task,A,157.0,3.0,3.0,332.9235,3
126,6,Calming - One Back Task,G,285.0,3.0,3.0,334.9905,3
127,6,Calming - One Back Task,G,654.0,4.0,3.0,337.0235,3
128,6,Calming - One Back Task,R,768.0,3.0,3.0,339.0565,3
129,6,Calming - One Back Task,Q,210.0,3.0,3.0,341.1055,3
130,6,Calming - One Back Task,R,335.0,4.0,3.0,343.1725,3
131,6,Calming - One Back Task,Q,358.0,3.0,4.0,345.2049999999999,3
132,7,Calming - One Back Task,S,0.0,3.0,,362.336,3
133,7,Calming - One Back Task,R,80.0,3.0,3.0,364.47,3
134,7,Calming - One Back Task,V,283.0,3.0,3.0,366.519,3
135,7,Calming - One Back Task,V,230.0,4.0,4.0,368.5514999999999,3
136,7,Calming - One Back Task,O,204.0,3.0,3.0,370.5849999999999,3
137,7,Calming - One Back Task,A,159.0,3.0,3.0,372.63599999999997,3
138,7,Calming - One Back Task,C,204.0,3.0,3.0,374.736,3
139,7,Calming - One Back Task,N,221.0,3.0,3.0,376.80099999999993,3
140,7,Calming - One Back Task,Y,47.0,3.0,3.0,378.90149999999994,3
141,7,Calming - One Back Task,V,326.0,3.0,3.0,381.019,3
142,7,Calming - One Back Task,V,3.0,4.0,4.0,383.11799999999994,3
143,7,Calming - One Back Task,J,688.0,3.0,3.0,385.2004999999999,3
144,7,Calming - One Back Task,U,221.0,3.0,3.0,387.284,3
145,7,Calming - One Back Task,U,71.0,4.0,4.0,389.35,3
146,7,Calming - One Back Task,U,0.0,4.0,,391.4515,3
147,7,Calming - One Back Task,Y,50.0,3.0,3.0,393.6165,3
148,7,Calming - One Back Task,Y,660.0,4.0,3.0,395.6825,3
149,7,Calming - One Back Task,J,325.0,3.0,3.0,397.7655,3
150,7,Calming - One Back Task,I,403.0,3.0,3.0,399.8645,3
151,7,Calming - One Back Task,S,313.0,3.0,3.0,401.94849999999997,3
152,7,Calming - One Back Task,U,247.0,3.0,4.0,404.03149999999994,3
153,7,Calming - One Back Task,P,75.0,3.0,3.0,406.11349999999993,3
154,8,Calming - Three Back Task,L,0.0,3.0,,423.2115,3
155,8,Calming - Three Back Task,A,0.0,3.0,,425.37799999999993,3
156,8,Calming - Three Back Task,P,0.0,3.0,,427.5955,3
157,8,Calming - Three Back Task,L,0.0,4.0,,429.72799999999995,3
158,8,Calming - Three Back Task,A,460.0,4.0,4.0,431.879,3
159,8,Calming - Three Back Task,N,637.0,3.0,3.0,433.94399999999996,3
160,8,Calming - Three Back Task,W,1036.0,3.0,3.0,436.01099999999997,3
161,8,Calming - Three Back Task,C,769.0,3.0,3.0,438.076,3
162,8,Calming - Three Back Task,L,497.0,3.0,4.0,440.126,3
163,8,Calming - Three Back Task,W,716.0,4.0,4.0,442.19399999999996,3
164,8,Calming - Three Back Task,U,457.0,3.0,3.0,444.24299999999994,3
165,8,Calming - Three Back Task,S,686.0,3.0,3.0,446.2914999999999,3
166,8,Calming - Three Back Task,W,403.0,4.0,4.0,448.35799999999995,3
167,8,Calming - Three Back Task,Y,430.0,3.0,3.0,450.42449999999997,3
168,8,Calming - Three Back Task,F,1003.0,3.0,3.0,452.4755,3
169,8,Calming - Three Back Task,L,433.0,3.0,4.0,454.5585,3
170,8,Calming - Three Back Task,Y,420.0,4.0,3.0,456.64149999999995,3
171,8,Calming - Three Back Task,U,541.0,3.0,3.0,458.68999999999994,3
172,8,Calming - Three Back Task,L,470.0,3.0,4.0,460.75749999999994,3
173,8,Calming - Three Back Task,I,326.0,3.0,3.0,462.82349999999997,3
174,8,Calming - Three Back Task,B,521.0,3.0,3.0,464.8734999999999,3
175,8,Calming - Three Back Task,T,597.0,3.0,3.0,466.93899999999996,3
176,10,Calming - Three Back Task,E,0.0,3.0,,499.1015,3
177,10,Calming - Three Back Task,G,0.0,3.0,,501.2365,3
178,10,Calming - Three Back Task,S,0.0,3.0,,503.369,3
179,10,Calming - Three Back Task,J,212.0,3.0,3.0,505.4845,3
180,10,Calming - Three Back Task,Z,493.0,3.0,3.0,507.55049999999994,3
181,10,Calming - Three Back Task,Q,611.0,3.0,3.0,509.61799999999994,3
182,10,Calming - Three Back Task,W,422.0,3.0,3.0,511.6664999999999,3
183,10,Calming - Three Back Task,K,232.0,3.0,3.0,513.7339999999999,3
184,10,Calming - Three Back Task,Q,587.0,3.0,3.0,515.817,3
185,10,Calming - Three Back Task,S,360.0,3.0,4.0,517.8835,3
186,10,Calming - Three Back Task,M,458.0,3.0,3.0,519.9649999999999,3
187,10,Calming - Three Back Task,Q,816.0,3.0,3.0,522.0319999999999,3
188,10,Calming - Three Back Task,S,1067.0,4.0,3.0,524.0815,3
189,10,Calming - Three Back Task,F,824.0,4.0,3.0,526.098,3
190,10,Calming - Three Back Task,Q,196.0,4.0,4.0,528.0975000000001,3
191,10,Calming - Three Back Task,X,823.0,3.0,3.0,530.0975000000001,3
192,10,Calming - Three Back Task,F,1068.0,4.0,4.0,532.097,3
193,10,Calming - Three Back Task,K,817.0,3.0,3.0,534.165,3
194,10,Calming - Three Back Task,X,1186.0,3.0,4.0,536.2155,3
195,10,Calming - Three Back Task,K,539.0,3.0,4.0,538.28,3
196,10,Calming - Three Back Task,R,727.0,3.0,3.0,540.346,3
197,10,Calming - Three Back Task,X,840.0,4.0,3.0,542.3799999999999,3
198,11,Calming - One Back Task,B,0.0,3.0,,559.4614999999999,3
199,11,Calming - One Back Task,B,2.0,4.0,4.0,561.5935,3
200,11,Calming - One Back Task,V,166.0,3.0,3.0,563.6265000000001,3
201,11,Calming - One Back Task,P,285.0,3.0,3.0,565.626,3
202,11,Calming - One Back Task,P,57.0,4.0,4.0,567.626,3
203,11,Calming - One Back Task,Q,625.0,3.0,3.0,569.6254999999999,3
204,11,Calming - One Back Task,E,250.0,3.0,3.0,571.625,3
205,11,Calming - One Back Task,E,229.0,4.0,4.0,573.6595,3
206,11,Calming - One Back Task,M,304.0,3.0,3.0,575.7090000000001,3
207,11,Calming - One Back Task,M,1034.0,4.0,3.0,577.742,3
208,11,Calming - One Back Task,M,238.0,4.0,4.0,579.7925,3
209,11,Calming - One Back Task,T,806.0,3.0,4.0,581.8415,3
210,11,Calming - One Back Task,E,643.0,3.0,3.0,583.892,3
211,11,Calming - One Back Task,R,526.0,3.0,3.0,585.9575,3
212,11,Calming - One Back Task,X,556.0,3.0,3.0,588.0065,3
213,11,Calming - One Back Task,E,423.0,3.0,3.0,590.0745,3
214,11,Calming - One Back Task,L,232.0,3.0,3.0,592.107,3
215,11,Calming - One Back Task,B,174.0,3.0,3.0,594.1565,3
216,11,Calming - One Back Task,R,328.0,3.0,3.0,596.2394999999999,3
217,11,Calming - One Back Task,W,314.0,3.0,3.0,598.306,3
218,11,Calming - One Back Task,W,213.0,4.0,4.0,600.3885,3
219,11,Calming - One Back Task,I,62.0,3.0,3.0,602.488,3
220,12,Calming - One Back Task,I,0.0,3.0,,619.6205,3
221,12,Calming - One Back Task,T,207.0,3.0,3.0,621.7864999999999,3
222,12,Calming - One Back Task,H,460.0,3.0,3.0,623.8530000000001,3
223,12,Calming - One Back Task,H,734.0,4.0,4.0,625.9189999999999,3
224,12,Calming - One Back Task,Y,203.0,3.0,3.0,627.9855,3
225,12,Calming - One Back Task,G,232.0,3.0,3.0,630.068,3
226,12,Calming - One Back Task,G,331.0,4.0,4.0,632.1685,3
227,12,Calming - One Back Task,G,116.0,4.0,4.0,634.219,3
228,12,Calming - One Back Task,Y,17.0,3.0,3.0,636.3,3
229,12,Calming - One Back Task,W,200.0,3.0,3.0,638.3844999999999,3
230,12,Calming - One Back Task,W,203.0,4.0,4.0,640.45,3
231,12,Calming - One Back Task,U,704.0,3.0,3.0,642.5329999999999,3
232,12,Calming - One Back Task,A,376.0,3.0,3.0,644.6005,3
233,12,Calming - One Back Task,U,656.0,3.0,4.0,646.683,3
234,12,Calming - One Back Task,R,295.0,3.0,3.0,648.749,3
235,12,Calming - One Back Task,W,315.0,3.0,3.0,650.8164999999999,3
236,12,Calming - One Back Task,P,230.0,3.0,3.0,652.8815,3
237,12,Calming - One Back Task,Q,186.0,3.0,3.0,654.9659999999999,3
238,12,Calming - One Back Task,C,122.0,3.0,3.0,657.065,3
239,12,Calming - One Back Task,A,378.0,3.0,3.0,659.1655000000001,3
240,12,Calming - One Back Task,A,48.0,4.0,4.0,661.248,3
241,12,Calming - One Back Task,L,135.0,3.0,3.0,663.3315,3
242,13,Calming - Three Back Task,A,0.0,3.0,,680.4110000000001,3
243,13,Calming - Three Back Task,H,0.0,3.0,,682.461,3
244,13,Calming - Three Back Task,U,0.0,3.0,,684.6115,3
245,13,Calming - Three Back Task,J,376.0,3.0,3.0,686.7124999999999,3
246,13,Calming - Three Back Task,V,269.0,3.0,3.0,688.778,3
247,13,Calming - Three Back Task,N,232.0,3.0,3.0,690.844,3
248,13,Calming - Three Back Task,J,461.0,3.0,4.0,692.9275,3
249,13,Calming - Three Back Task,V,375.0,4.0,3.0,694.9955,3
250,13,Calming - Three Back Task,N,1002.0,4.0,3.0,697.077,3
251,13,Calming - Three Back Task,U,506.0,3.0,4.0,699.127,3
252,13,Calming - Three Back Task,V,787.0,4.0,3.0,701.193,3
253,13,Calming - Three Back Task,E,808.0,3.0,3.0,703.259,3
254,13,Calming - Three Back Task,D,927.0,3.0,3.0,705.309,3
255,13,Calming - Three Back Task,X,853.0,3.0,3.0,707.3744999999999,3
256,13,Calming - Three Back Task,Q,621.0,3.0,3.0,709.4585,3
257,13,Calming - Three Back Task,O,520.0,3.0,3.0,711.5419999999999,3
258,13,Calming - Three Back Task,X,290.0,4.0,4.0,713.607,3
259,13,Calming - Three Back Task,N,1222.0,3.0,4.0,715.674,3
260,13,Calming - Three Back Task,O,616.0,4.0,4.0,717.7394999999999,3
261,13,Calming - Three Back Task,P,294.0,3.0,3.0,719.8064999999999,3
262,13,Calming - Three Back Task,T,555.0,3.0,3.0,721.8725,3
263,13,Calming - Three Back Task,W,421.0,3.0,3.0,723.9404999999999,3
264,14,Calming - Three Back Task,X,0.0,3.0,,741.0364999999999,3
265,14,Calming - Three Back Task,K,0.0,3.0,,743.203,3
266,14,Calming - Three Back Task,O,0.0,3.0,,745.3209999999999,3
267,14,Calming - Three Back Task,X,451.0,4.0,4.0,747.4870000000001,3
268,14,Calming - Three Back Task,K,438.0,4.0,4.0,749.5525,3
269,14,Calming - Three Back Task,J,451.0,3.0,3.0,751.6019999999999,3
270,14,Calming - Three Back Task,M,336.0,3.0,3.0,753.6524999999999,3
271,14,Calming - Three Back Task,G,1014.0,3.0,3.0,755.7180000000001,3
272,14,Calming - Three Back Task,Y,610.0,3.0,3.0,757.769,3
273,14,Calming - Three Back Task,M,358.0,3.0,4.0,759.8354999999999,3
274,14,Calming - Three Back Task,K,673.0,3.0,3.0,761.8854999999999,3
275,14,Calming - Three Back Task,E,541.0,3.0,3.0,763.9334999999999,3
276,14,Calming - Three Back Task,S,579.0,3.0,3.0,765.9839999999999,3
277,14,Calming - Three Back Task,K,277.0,4.0,4.0,768.05,3
278,14,Calming - Three Back Task,E,735.0,4.0,4.0,770.0835,3
279,14,Calming - Three Back Task,F,260.0,3.0,3.0,772.1324999999999,3
280,14,Calming - Three Back Task,P,367.0,3.0,3.0,774.1990000000001,3
281,14,Calming - Three Back Task,J,1041.0,3.0,3.0,776.2665,3
282,14,Calming - Three Back Task,F,1177.0,4.0,3.0,778.3325,3
283,14,Calming - Three Back Task,N,1231.0,3.0,3.0,780.3834999999999,3
284,14,Calming - Three Back Task,L,907.0,3.0,3.0,782.4495,3
285,14,Calming - Three Back Task,T,823.0,3.0,3.0,784.5155,3
286,15,Calming - One Back Task,V,0.0,3.0,,801.5455,3
287,15,Calming - One Back Task,J,314.0,3.0,3.0,803.5619999999999,3
288,15,Calming - One Back Task,U,299.0,3.0,3.0,805.5805,3
289,15,Calming - One Back Task,J,609.0,3.0,3.0,807.6289999999999,3
290,15,Calming - One Back Task,J,425.0,4.0,3.0,809.6779999999999,3
291,15,Calming - One Back Task,J,367.0,4.0,4.0,811.7114999999999,3
292,15,Calming - One Back Task,K,481.0,3.0,3.0,813.762,3
293,15,Calming - One Back Task,K,369.0,3.0,4.0,815.827,3
294,15,Calming - One Back Task,F,628.0,3.0,3.0,817.877,3
295,15,Calming - One Back Task,F,254.0,4.0,4.0,819.9114999999999,3
296,15,Calming - One Back Task,M,859.0,3.0,3.0,821.9759999999999,3
297,15,Calming - One Back Task,B,388.0,3.0,3.0,824.0435,3
298,15,Calming - One Back Task,O,836.0,3.0,3.0,826.0935,3
299,15,Calming - One Back Task,B,581.0,3.0,4.0,828.1595,3
300,15,Calming - One Back Task,W,795.0,3.0,3.0,830.192,3
301,15,Calming - One Back Task,Z,341.0,3.0,3.0,832.2429999999999,3
302,15,Calming - One Back Task,Z,324.0,4.0,4.0,834.2745,3
303,15,Calming - One Back Task,Y,248.0,3.0,3.0,836.3245,3
304,15,Calming - One Back Task,Z,372.0,3.0,4.0,838.3754999999999,3
305,15,Calming - One Back Task,E,465.0,3.0,3.0,840.425,3
306,15,Calming - One Back Task,A,315.0,3.0,3.0,842.49,3
307,15,Calming - One Back Task,A,143.0,4.0,4.0,844.54,3
308,16,Calming - Three Back Task,J,0.0,3.0,,861.6215,3
309,16,Calming - Three Back Task,O,0.0,3.0,,863.789,3
310,16,Calming - Three Back Task,X,0.0,3.0,,865.954,3
311,16,Calming - Three Back Task,V,605.0,3.0,3.0,868.1034999999999,3
312,16,Calming - Three Back Task,X,430.0,3.0,4.0,870.203,3
313,16,Calming - Three Back Task,Y,429.0,3.0,3.0,872.3029999999999,3
314,16,Calming - Three Back Task,G,676.0,3.0,3.0,874.3705,3
315,16,Calming - Three Back Task,A,299.0,3.0,3.0,876.4535000000001,3
316,16,Calming - Three Back Task,C,294.0,3.0,3.0,878.5364999999999,3
317,16,Calming - Three Back Task,G,136.0,4.0,4.0,880.6030000000001,3
318,16,Calming - Three Back Task,O,399.0,4.0,3.0,882.6685,3
319,16,Calming - Three Back Task,L,478.0,3.0,3.0,884.7355,3
320,16,Calming - Three Back Task,H,547.0,3.0,3.0,886.8185000000001,3
321,16,Calming - Three Back Task,O,211.0,4.0,4.0,888.9010000000001,3
322,16,Calming - Three Back Task,Y,245.0,3.0,3.0,891.001,3
323,16,Calming - Three Back Task,H,977.0,4.0,4.0,893.0999999999999,3
324,16,Calming - Three Back Task,I,391.0,3.0,3.0,895.2,3
325,16,Calming - Three Back Task,N,518.0,3.0,3.0,897.2850000000001,3
326,16,Calming - Three Back Task,I,91.0,3.0,4.0,899.366,3
327,16,Calming - Three Back Task,D,454.0,3.0,3.0,901.4669999999999,3
328,16,Calming - Three Back Task,N,516.0,4.0,3.0,903.5840000000001,3
329,16,Calming - Three Back Task,W,1017.0,3.0,3.0,905.6659999999999,3
330,17,Calming - One Back Task,I,0.0,3.0,,922.781,3
331,17,Calming - One Back Task,T,279.0,3.0,3.0,924.9475,3
332,17,Calming - One Back Task,H,277.0,3.0,3.0,927.0294999999999,3
333,17,Calming - One Back Task,H,1014.0,4.0,3.0,929.1134999999999,3
334,17,Calming - One Back Task,Y,828.0,3.0,3.0,931.213,3
335,17,Calming - One Back Task,G,329.0,3.0,3.0,933.2955,3
336,17,Calming - One Back Task,G,208.0,4.0,4.0,935.3789999999999,3
337,17,Calming - One Back Task,G,85.0,4.0,4.0,937.4459999999999,3
338,17,Calming - One Back Task,Y,55.0,3.0,3.0,939.512,3
339,17,Calming - One Back Task,W,611.0,3.0,3.0,941.5605,3
340,17,Calming - One Back Task,W,195.0,4.0,4.0,943.5935,3
341,17,Calming - One Back Task,U,361.0,3.0,3.0,945.6265000000001,3
342,17,Calming - One Back Task,A,266.0,3.0,3.0,947.6595,3
343,17,Calming - One Back Task,U,564.0,3.0,3.0,949.6924999999999,3
344,17,Calming - One Back Task,R,315.0,3.0,3.0,951.7259999999999,3
345,17,Calming - One Back Task,W,367.0,3.0,3.0,953.759,3
346,17,Calming - One Back Task,P,110.0,3.0,3.0,955.81,3
347,17,Calming - One Back Task,Q,141.0,3.0,3.0,957.9089999999999,3
348,17,Calming - One Back Task,C,285.0,3.0,3.0,959.9925000000001,3
349,17,Calming - One Back Task,A,23.0,3.0,3.0,962.076,3
350,17,Calming - One Back Task,A,239.0,4.0,3.0,964.1585,3
351,17,Calming - One Back Task,L,26.0,3.0,3.0,966.2239999999999,3
352,1,Vexing - One Back Task,L,0.0,3.0,,1110.5235,3
353,1,Vexing - One Back Task,Q,108.0,3.0,3.0,1112.6385,3
354,1,Vexing - One Back Task,U,95.0,3.0,3.0,1114.6715,3
355,1,Vexing - One Back Task,O,152.0,3.0,3.0,1116.738,3
356,1,Vexing - One Back Task,U,475.0,3.0,3.0,1118.805,3
357,1,Vexing - One Back Task,U,69.0,4.0,4.0,1120.904,3
358,1,Vexing - One Back Task,H,182.0,3.0,3.0,1122.9714999999999,3
359,1,Vexing - One Back Task,V,219.0,3.0,3.0,1125.0545,3
360,1,Vexing - One Back Task,K,270.0,3.0,3.0,1127.1209999999999,3
361,1,Vexing - One Back Task,K,177.0,4.0,4.0,1129.186,3
362,1,Vexing - One Back Task,K,193.0,4.0,4.0,1131.2535,3
363,1,Vexing - One Back Task,B,246.0,3.0,3.0,1133.337,3
364,1,Vexing - One Back Task,R,476.0,3.0,3.0,1135.4189999999999,3
365,1,Vexing - One Back Task,F,772.0,4.0,3.0,1137.4865,3
366,1,Vexing - One Back Task,F,242.0,4.0,4.0,1139.568,3
367,1,Vexing - One Back Task,C,664.0,3.0,3.0,1141.6689999999999,3
368,1,Vexing - One Back Task,G,466.0,3.0,3.0,1143.768,3
369,1,Vexing - One Back Task,X,161.0,3.0,3.0,1145.868,3
370,1,Vexing - One Back Task,F,441.0,3.0,3.0,1147.9515,3
371,1,Vexing - One Back Task,M,229.0,3.0,3.0,1150.0345,3
372,1,Vexing - One Back Task,X,286.0,3.0,3.0,1152.1005,3
373,1,Vexing - One Back Task,F,506.0,3.0,3.0,1154.183,3
374,2,Vexing - Three Back Task,Z,0.0,3.0,,1171.264,3
375,2,Vexing - Three Back Task,U,0.0,3.0,,1173.3135,3
376,2,Vexing - Three Back Task,F,0.0,3.0,,1175.3635,3
377,2,Vexing - Three Back Task,Z,596.0,3.0,3.0,1177.48,3
378,2,Vexing - Three Back Task,B,655.0,3.0,4.0,1179.564,3
